informacoes_profissionais.nivel_profissional,formacao_e_idiomas.nivel_academico,formacao_e_idiomas.nivel_ingles,perfil_vaga.nivel profissional,perfil_vaga.nivel_academico,perfil_vaga.nivel_ingles,informacoes_profissionais.area_atuacao,perfil_vaga.areas_atuacao,informacoes_basicas.tipo_contratacao,match_nivel_profissional,match_nivel_academico,match_nivel_ingles,match_area_atuacao
,ensino superior completo,básico,analista,ensino superior completo,básico,financeira/controladoria,ti - projetos-,"pj/autônomo, clt full",0,1,1,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - desenvolvimento/programação-,pj/autônomo,0,0,0,0
,,,gerente,ensino superior completo,avançado,,ti - infraestrutura-ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - sistemas e ferramentas-,clt full,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,especialista,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino médio completo,técnico,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,pós graduação cursando,intermediário,analista,ensino superior completo,básico,"ti - desenvolvimento/design, ti - desenvolvimento/mobile",ti - desenvolvimento/mobile-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,hunting,0,0,0,0
,ensino superior completo,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,1,0,0
,,,analista,ensino superior completo,avançado,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,pleno,ensino técnico completo,nenhum,ti - desenvolvimento/programação,gestão e alocação de recursos de ti-ti - desenvolvimento/programação-,pj/autônomo,0,0,0,0
,ensino superior completo,básico,analista,ensino superior completo,básico,"administrativa, comercial, novos negócios e parcerias, ti - sap",ti - projetos-,"clt full, pj/autônomo",0,1,1,0
,,,júnior,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,hunting,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,financeira/controladoria-,hunting,0,0,0,0
,,,analista,ensino superior completo,nenhum,,ti - infraestrutura-,cooperado,0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - desenvolvimento/programação-,hunting,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,ensino superior completo,fluente,analista,ensino superior completo,básico,ti - desenvolvimento/programação,ti - projetos-,"pj/autônomo, clt full",0,1,0,0
,,,analista,pós graduação completo,básico,,ti - sap-,"clt full, cooperado, pj/autônomo",0,0,0,0
,,,sênior,ensino superior cursando,básico,,ti - desenvolvimento/programação-,"clt full, pj/autônomo",0,0,0,0
,,,pleno,ensino superior incompleto,intermediário,,ti - infraestrutura-,pj/autônomo,0,0,0,0
,,,júnior,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,pós graduação completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,"pj/autônomo, clt full",0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,ti - sap,ti - sap-,"clt full, pj/autônomo",0,1,0,0
,pós graduação completo,básico,sênior,ensino médio completo,nenhum,,ti - projetos-,cooperado,0,0,0,0
,ensino técnico cursando,intermediário,analista,ensino superior completo,básico,"ti - qualidade/testes, ti - suporte, ti - telecom",ti - suporte-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,clt full,0,0,0,0
,,,pleno,ensino médio completo,nenhum,,financeira/controladoria-,cooperado,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sistemas e ferramentas-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,pleno,ensino superior incompleto,intermediário,ti - desenvolvimento/programação,ti - desenvolvimento/design-,,0,0,1,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino técnico completo,intermediário,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,pós graduação completo,avançado,sênior,ensino superior completo,fluente,ti - sap,ti - sap-,clt full,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - desenvolvimento/programação-,,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,hunting,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,pós graduação completo,avançado,gerente,ensino superior completo,intermediário,ti - projetos,ti - projetos-,clt full,0,0,0,0
,ensino superior cursando,nenhum,assistente,ensino médio completo,nenhum,administrativa,ti - projetos-,clt full,0,0,1,0
,,,pleno,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"pj/autônomo, cooperado, clt cotas",0,0,0,0
,ensino superior cursando,avançado,pleno,ensino superior completo,nenhum,ti - desenvolvimento/programação,ti - sistemas e ferramentas-,clt full,0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,ensino superior completo,avançado,sênior,ensino superior completo,avançado,marketing,marketing-,"clt full, clt cotas, pj/autônomo",0,1,1,0
,ensino superior completo,avançado,analista,ensino superior completo,básico,ti - processos e negócios,ti - sap-,"clt full, pj/autônomo",0,1,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,clt full,0,0,0,0
,ensino superior completo,avançado,analista,ensino superior completo,básico,"ti - arquitetura, ti - infraestrutura, ti - suporte",ti - projetos-,"pj/autônomo, clt full",0,1,0,0
,,,pleno,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,auxiliar,ensino médio completo,nenhum,,administrativa-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,fluente,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,ti - sistemas e ferramentas,ti - desenvolvimento/programação-,clt full,0,1,0,0
,,,sênior,ensino superior completo,avançado,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,pós graduação completo,intermediário,sênior,ensino superior completo,intermediário,administrativa,ti - projetos-,"clt full, pj/autônomo",0,0,1,0
,,,sênior,ensino superior completo,intermediário,,ti - sap-,clt full,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,hunting,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - sistemas e ferramentas-,,0,0,0,0
,,,gerente,ensino superior completo,intermediário,,ti - sap-,"clt cotas, cooperado, estagiário, pj/autônomo",0,0,0,0
,,,assistente,ensino superior incompleto,nenhum,,administrativa-,clt full,0,0,0,0
,,,analista,ensino superior completo,nenhum,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,pós graduação completo,intermediário,sênior,ensino superior completo,avançado,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior incompleto,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino técnico completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - sap-,,0,0,0,0
,,,júnior,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,ensino superior incompleto,básico,pleno,ensino superior cursando,intermediário,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,hunting,0,0,0,0
,ensino superior completo,básico,analista,ensino superior completo,básico,ti - desenvolvimento/programação,ti - sap-,"cooperado, pj/autônomo",0,1,1,0
,,,sênior,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,clt cotas,0,0,0,0
,,,pleno,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-,hunting,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,ti - processos e negócios,ti - projetos-,,0,1,0,0
,,,especialista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,avançado,,financeira/controladoria-,pj/autônomo,0,0,0,0
,,,júnior,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,financeira/controladoria-,hunting,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,hunting,0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,pós graduação incompleto,fluente,pleno,ensino técnico completo,nenhum,ti - sap,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior cursando,básico,,ti - suporte-,clt full,0,0,0,0
,mestrado completo,fluente,sênior,ensino superior completo,fluente,ti - sap,ti - sap-,pj/autônomo,0,0,1,0
,,,analista,ensino superior completo,avançado,,ti - projetos-,"pj/autônomo, cooperado",0,0,0,0
,,,sênior,ensino superior incompleto,intermediário,,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,fluente,,ti - projetos-,clt cotas,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"clt cotas, pj/autônomo",0,0,0,0
,,,pleno,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - infraestrutura-,hunting,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,ensino superior completo,intermediário,sênior,ensino superior completo,avançado,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,clt full,0,1,0,0
,ensino superior completo,,analista,ensino superior completo,básico,,ti - sap-,"pj/autônomo, clt full",0,1,0,0
,ensino superior completo,intermediário,pleno,ensino superior completo,intermediário,ti - suporte,ti - suporte-,pj/autônomo,0,1,1,0
,,,pleno,ensino superior completo,intermediário,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior cursando,básico,sênior,ensino médio completo,avançado,ti - desenvolvimento/programação,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"clt cotas, cooperado, estagiário, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,pós graduação completo,avançado,analista,ensino superior completo,avançado,ti - desenvolvimento/programação,ti - projetos-,"pj/autônomo, clt full",0,0,1,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,assistente,ensino superior incompleto,básico,,administrativa-,clt full,0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior cursando,avançado,,novos negócios e parcerias-,,0,0,0,0
sênior,,,analista,ensino superior completo,intermediário,,ti - sap-,clt full,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,"administrativa, comercial, financeira/controladoria",ti - projetos-,"clt full, pj/autônomo",0,1,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino médio completo,nenhum,,financeira/controladoria-,cooperado,0,0,0,0
,,,especialista,ensino superior incompleto,básico,,ti - projetos-,hunting,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,júnior,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,clt full,0,0,0,0
,,,pleno,ensino superior completo,nenhum,,ti - qualidade/testes-,clt full,0,0,0,0
,,,sênior,ensino superior completo,avançado,,administrativa-,cooperado,0,0,0,0
,,,pleno,ensino superior cursando,nenhum,,ti - sistemas e ferramentas-,"cooperado, pj/autônomo",0,0,0,0
,ensino superior completo,avançado,pleno,ensino técnico completo,nenhum,ti - sap,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,clt full,0,0,0,0
,,,pleno,ensino técnico completo,avançado,,gestão e alocação de recursos de ti-,hunting,0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - suporte-,hunting,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,pós graduação completo,avançado,analista,ensino superior completo,avançado,"administrativa, financeira/controladoria, gestão e alocação de recursos de ti",ti - projetos-,"cooperado, pj/autônomo",0,0,1,0
,,,sênior,ensino superior completo,intermediário,,gestão e alocação de recursos de ti-,hunting,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - qualidade/testes-,pj/autônomo,0,0,0,0
,ensino superior incompleto,intermediário,sênior,ensino superior cursando,básico,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,"pj/autônomo, clt full",0,0,0,0
,ensino superior completo,básico,sênior,ensino médio completo,nenhum,ti - desenvolvimento/programação,ti - infraestrutura-,clt cotas,0,0,0,0
,ensino superior completo,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"cooperado, pj/autônomo",0,0,0,0
,ensino superior completo,básico,pleno,ensino superior completo,nenhum,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,hunting,0,1,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,"pj/autônomo, cooperado",0,0,0,0
,,,sênior,ensino superior completo,avançado,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,especialista,ensino superior completo,intermediário,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,financeira/controladoria-,"cooperado, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"cooperado, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,sênior,ensino superior incompleto,nenhum,,recursos humanos-,clt full,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,clt full,0,0,0,0
,,,analista,ensino superior completo,fluente,ti - infraestrutura,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,clt full,0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - desenvolvimento/programação-,,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-,clt full,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - desenvolvimento/programação-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,sênior,ensino superior completo,fluente,ti - sap,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,1,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,técnico,,financeira/controladoria-,hunting,0,0,0,0
,pós graduação completo,básico,sênior,ensino técnico completo,intermediário,"ti - infraestrutura, ti - projetos, ti - suporte",gestão e alocação de recursos de ti-,clt full,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,pós graduação completo,fluente,sênior,ensino superior completo,fluente,ti - sap,ti - sap-,clt full,0,0,1,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,pós graduação completo,intermediário,analista,ensino superior completo,básico,ti - arquitetura,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,cooperado,0,0,0,0
,pós graduação completo,intermediário,pleno,ensino técnico completo,nenhum,ti - desenvolvimento/programação,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - desenvolvimento/mobile-,,0,0,0,0
,,,pleno,ensino superior completo,intermediário,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - desenvolvimento/programação-,,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
sênior,pós graduação completo,avançado,sênior,ensino superior completo,avançado,"ti - processos e negócios, ti - projetos, ti - sistemas e ferramentas, ti - suporte",ti - qualidade/testes-,,1,0,1,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,assistente,ensino superior incompleto,básico,,administrativa-,,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-ti - infraestrutura-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior completo,fluente,pleno,ensino médio completo,avançado,"ti - banco de dados, ti - desenvolvimento/programação, ti - governança, ti - processos e negócios, ti - projetos, ti - qualidade/testes, ti - segurança da informação",administrativa-,pj/autônomo,0,0,0,0
,,,especialista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,clt full,0,0,0,0
sênior,pós graduação completo,avançado,analista,ensino superior completo,básico,"ti - processos e negócios, ti - projetos, ti - sistemas e ferramentas, ti - suporte",ti - projetos-,clt full,0,0,0,0
,ensino superior completo,básico,analista,ensino superior completo,básico,"ti - arquitetura, ti - banco de dados, ti - infraestrutura, ti - suporte",ti - projetos-,clt full,0,1,1,0
,,,analista,ensino superior completo,básico,,ti - projetos-,clt full,0,0,0,0
,ensino superior cursando,avançado,analista,ensino superior completo,básico,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,pleno,ensino superior completo,fluente,,ti - projetos-,clt cotas,0,0,0,0
,ensino superior completo,básico,sênior,ensino superior completo,avançado,administrativa,comercial-,clt full,0,1,0,0
,,,assistente,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,ensino superior cursando,básico,analista,ensino superior completo,básico,"administrativa, financeira/controladoria",ti - projetos-,"clt full, pj/autônomo",0,0,1,0
,,,pleno,ensino técnico completo,básico,,gestão e alocação de recursos de ti-,hunting,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,pós graduação incompleto,avançado,sênior,ensino superior completo,fluente,"ti - processos e negócios, ti - projetos, ti - qualidade/testes, ti - sap",ti - sap-,pj/autônomo,0,0,0,0
,,,assistente,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,financeira/controladoria-,cooperado,0,0,0,0
,,,pleno,ensino superior completo,nenhum,,ti - projetos-,"clt full, clt cotas, pj/autônomo",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,pós graduação cursando,avançado,especialista,ensino superior completo,avançado,financeira/controladoria,ti - projetos-,"pj/autônomo, clt full",0,0,1,0
,,,assistente,ensino superior cursando,nenhum,,administrativa-,clt full,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,,,júnior,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino médio completo,nenhum,,administrativa-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,"pj/autônomo, clt full",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,recursos humanos-,cooperado,0,0,0,0
,mestrado cursando,intermediário,sênior,ensino médio completo,avançado,ti - qualidade/testes,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior completo,avançado,pleno,ensino médio completo,fluente,recursos humanos,ti - projetos-,clt full,0,0,0,0
,,,pleno,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,hunting,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,pós graduação completo,intermediário,analista,ensino superior completo,básico,ti - projetos,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino médio completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,ensino superior completo,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino médio completo,nenhum,,administrativa-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,pós graduação completo,básico,analista,ensino superior completo,básico,ti - suporte,ti - projetos-,clt full,0,0,1,0
,ensino superior completo,fluente,sênior,ensino superior completo,nenhum,"ti - arquitetura, ti - banco de dados, ti - desenvolvimento/design, ti - desenvolvimento/mobile, ti - desenvolvimento/programação, ti - projetos, ti - qualidade/testes, ti - segurança da informação, ti - sistemas e ferramentas, ti - suporte",ti - projetos-,pj/autônomo,0,1,0,0
,,,líder,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
